0,push_constant_int
1,push_varp
2,pop_varp
3,push_constant_string
6,branch
7,branch_not
8,branch_equals
9,branch_less_than
10,branch_greater_than
21,return
25,push_varbit
27,pop_varbit
31,branch_less_than_or_equals
32,branch_greater_than_or_equals
33,push_int_local
34,pop_int_local
35,push_string_local
36,pop_string_local
37,join_string
38,pop_int_discard
39,pop_string_discard
40,gosub_with_params
42,push_varc_int
43,pop_varc_int
44,define_array
45,push_array_int
46,pop_array_int
200,cc_find
201,if_find
403,baseidkit
404,basecolour
410,setgender
1000,if_setposition
2000,cc_setposition
1001,if_setsize
2001,cc_setsize
1003,if_sethide
2003,cc_sethide
1004,if_setaspect
2004,cc_setaspect
1005,if_setnoclickthrough
2005,cc_setnoclickthrough
1100,if_setscrollpos
2100,cc_setscrollpos
1101,if_setcolour
2101,cc_setcolour
1102,if_setfill
2102,cc_setfill
1103,if_settrans
2103,cc_settrans
1104,if_setlinewid
2104,cc_setlinewid
1105,if_setgraphic
2105,cc_setgraphic
1106,if_set2dangle
2106,cc_set2dangle
1107,if_settiling
2107,cc_settiling
1108,if_setmodel
2108,cc_setmodel
1109,if_setmodelangle
2109,cc_setmodelangle
1110,if_setmodelanim
2110,cc_setmodelanim
1111,if_setmodelorthog
2111,cc_setmodelorthog
1112,if_settext
2112,cc_settext
1113,if_settextfont
2113,cc_settextfont
1114,if_settextalign
2114,cc_settextalign
1115,if_settextshadow
2115,cc_settextshadow
1116,if_setoutline
2116,cc_setoutline
1117,if_setgraphicshadow
2117,cc_setgraphicshadow
1118,if_setvflip
2118,cc_setvflip
1119,if_sethflip
2119,cc_sethflip
1120,if_setscrollsize
2120,cc_setscrollsize
1122,if_setalpha
2122,cc_setalpha
1123,if_setmodelzoom
2123,cc_setmodelzoom
1124,if_setlinedirection
2124,cc_setlinedirection
1125,if_setmodelorigin
2125,cc_setmodelorigin
1200,if_setobject
2200,cc_setobject
1201,if_setnpchead
2201,cc_setnpchead
1202,if_setplayerhead_self
2202,cc_setplayerhead_self
1203,if_setnpcmodel
2203,cc_setnpcmodel
1204,if_setplayermodel
2204,cc_setplayermodel
1205,if_setobject_nonum
2205,cc_setobject_nonum
1208,if_setobject_wearcol
2208,cc_setobject_wearcol
1209,if_setobject_wearcol_nonum
2209,cc_setobject_wearcol_nonum
1300,if_setop
2300,cc_setop
1301,if_setdraggable
2301,cc_setdraggable
1302,if_setdraggablebehavior
2302,cc_setdraggablebehavior
1303,if_setdragdeadzone
2303,cc_setdragdeadzone
1304,if_setdragdeadtime
2304,cc_setdragdeadtime
1305,if_setopbase
2305,cc_setopbase
1306,if_settargetverb
2306,cc_settargetverb
1307,if_clearops
2307,cc_clearops
1308,if_settargetcursors
2308,cc_settargetcursors
1309,if_setopcursor
2309,cc_setopcursor
1310,if_setpausetext
2310,cc_setpausetext
1311,if_settargetopcursor
2311,cc_settargetopcursor
1400,if_setonclick
2400,cc_setonclick
1401,if_setonhold
2401,cc_setonhold
1402,if_setonrelease
2402,cc_setonrelease
1403,if_setonmouseover
2403,cc_setonmouseover
1404,if_setonmouseleave
2404,cc_setonmouseleave
1405,if_setondrag
2405,cc_setondrag
1406,if_setontargetleave
2406,cc_setontargetleave
1407,if_setonvartransmit
2407,cc_setonvartransmit
1408,if_setontimer
2408,cc_setontimer
1409,if_setonop
2409,cc_setonop
1410,if_setondragcomplete
2410,cc_setondragcomplete
1411,if_setonclickrepeat
2411,cc_setonclickrepeat
1412,if_setonmouserepeat
2412,cc_setonmouserepeat
1414,if_setoninvtransmit
2414,cc_setoninvtransmit
1415,if_setonstattransmit
2415,cc_setonstattransmit
1416,if_setontargetenter
2416,cc_setontargetenter
1417,if_setonscrollwheel
2417,cc_setonscrollwheel
1418,if_setonchattransmit
2418,cc_setonchattransmit
1419,if_setonkey
2419,cc_setonkey
1420,if_setonfriendtransmit
2420,cc_setonfriendtransmit
1421,if_setonclantransmit
2421,cc_setonclantransmit
1422,if_setonmisctransmit
2422,cc_setonmisctransmit
1423,if_setondialogabort
2423,cc_setondialogabort
1424,if_setonsubchange
2424,cc_setonsubchange
1425,if_setonstocktransmit
2425,cc_setonstocktransmit
1426,if_setoncamfinished
2426,cc_setoncamfinished
1427,if_setonresize
2427,cc_setonresize
1428,if_setonvarctransmit
2428,cc_setonvarctransmit
1429,if_setonvarcstrtransmit
2429,cc_setonvarcstrtransmit
1500,cc_getx
1501,cc_gety
1502,cc_getwidth
1503,cc_getheight
1504,cc_gethide
1505,cc_getlayer
1600,cc_getsrcollx
1601,cc_getscrolly
1602,cc_gettext
1603,cc_getscrollwidth
1604,cc_getscrollheight
1605,cc_getmodelzoom
1606,cc_getmodelangle_x
1607,cc_getmodelangle_z
1608,cc_getmodelangle_y
1609,cc_gettrans
1610,cc_getmodelxof
1611,cc_getmodelyof
1612,cc_getgraphic
1700,cc_getinvobject
1701,cc_getinvcount
1702,cc_hassub
1800,cc_gettargetmask
1801,cc_getop
1802,cc_getopbase
2500,if_getx
2501,if_gety
2502,if_getwidth
2503,if_getheight
2504,if_gethide
2505,if_getlayer
2600,if_getscrollx
2601,if_getscrolly
2602,if_gettext
2603,if_getscrollwidth
2604,if_getscrollheight
2605,if_getmodelzoom
2606,if_getmodelangle_x
2607,if_getmodelangle_z
2608,if_getmodelangle_y
2609,if_gettrans
2610,if_getmodelxof
2611,if_getmodelyof
2612,if_getgraphic
2700,if_getinvobject
2701,if_getinvcount
2702,if_hassub
2703,if_getnextsubid
2704,if_hassubmodal
2705,if_hassuboverlay
2800,if_gettargetmask
2801,if_getop
2802,if_getopbase
3100,mes
3101,anim
3103,if_close
3104,resume_countdialog
3105,resume_namedialog
3106,resume_stringdialog
3107,opplayer
3108,if_dragpickup
3109,cc_dragpickup
3110,resume_objdialog
3200,sound_synth
3201,sound_song
3202,sound_jingle
3203,sound_synth_volume
3204,sound_song_volume
3205,sound_jingle_volume
3300,clinetclock
3301,inv_getobj
3302,inv_getnum
3303,inv_gettotal
3304,inv_size
3305,stat
3306,stat_base
3307,stat_xp
3308,coord
3309,coordx
3310,coordy
3311,coordz
3312,map_members
3313,invother_getobj
3314,invother_getnum
3315,invother_total
3316,staffmodlevel
3317,reboottimer
3318,map_world
3321,runenergy_visible
3322,runweight_visible
3323,playermod
3324,playermodlevel
3325,playermember
3326,comlevel_active
3327,gender
3329,map_quickchat
3330,inv_freespace
3331,inv_totalparam
3332,inv_totalparam_stack
3335,map_lang
3336,moovecoord
3337,affiliate
3338,profilecpu
3400,enum_string
3408,enum
3409,enum_hasoutput
3410,enum_hasoutput_string
3411,enum_getoutputcount
3600,friend_count
3601,friend_getname
3602,friend_getworld
3602,friend_getrank
3604,friend_setrank
