3	0	-1	-1166548429	100guide_eggs_overlay
3	0	0	1448682226	100_q5
3	0	1	-1472794968	hdstack4
3	0	2	-446213444	
3	0	3	-1472794969	hdstack3
3	0	4	-446213445	
3	0	5	-1472794970	hdstack2
3	0	6	-446213446	
3	0	7	-1472794971	hdstack1
3	0	8	-446213447	
3	0	9	-1472794972	hdstack0
3	0	10	-446213448	
3	0	11	613909086	
3	0	12	1448682225	100_q4
3	0	13	613909085	
3	0	14	1448682224	100_q3
3	0	15	613909084	
3	0	16	1448682223	100_q2
3	0	17	613909083	
3	0	18	1448682222	100_q1
3	0	19	613909082	
3	1	-1	1715208259	100guide_flour_overlay
3	1	0	-1342872953	
3	1	1	1988069035	
3	1	2	2079364669	
3	1	3	2079364668	
3	1	4	2079364667	
3	1	5	2079364666	
3	1	6	2079364665	
3	1	7	1211042261	
3	1	8	1589662269	100_flour5
3	1	9	1589662268	100_flour4
3	1	10	1589662267	100_flour3
3	1	11	1589662266	100_flour2
3	1	12	1589662265	100_flour1
3	1	13	2093150147	
3	2	-1	608228196	100guide_inv_flour
3	2	0	-579609962	100guide_back1
3	2	9	1848705865	100_blue1
3	2	10	614294350	100_red1
3	2	11	1848705866	100_blue2
3	2	12	614294351	100_red2
3	2	13	1848705867	100_blue3
3	2	14	614294352	100_red3
3	2	15	1848705868	100_blue4
3	2	16	614294353	100_red4
3	2	17	1848705869	100_blue5
3	2	18	614294354	100_red5
3	2	29	655304198	
3	2	30	1267942756	
3	3	-1	1159344192	100guide_milk_overlay
3	3	0	-431491018	
3	3	1	-803068324	
3	3	2	275344942	
3	3	3	275344941	
3	3	4	275344940	
3	3	5	275344939	
3	3	6	275344938	
3	3	7	-886544122	
3	3	8	1858766764	100_milk5
3	3	9	1858766763	100_milk4
3	3	10	1858766762	100_milk3
3	3	11	1858766761	100_milk2
3	3	12	1858766760	100_milk1
3	3	13	289130420	
3	4	-1	-1853369635	tog_water_bowl
3	4	1	1575896536	stone bar
3	4	2	-2077044831	time_bar
3	4	3	1608166077	stone bowl
3	4	4	3092021	drip
3	4	7	-420354696	number count
3	4	8	94851343	count
3	5	-1	628072179	agilityarena_overlay
3	6	-1	-1067476793	agilityarena_trade
3	6	2	1454353677	hook_model
3	6	3	-229980471	hook_text
3	6	4	-1512649649	herb2_model
3	6	5	-1711163577	herb2_text
3	6	6	1894813966	herb1_model
3	6	7	-1739792728	herb1_text
3	6	8	131706258	herb_layer1
3	6	9	131706259	herb_layer2
3	6	10	131706260	herb_layer3
3	6	11	-1682534426	herb3_text
3	6	12	-625145968	herb3_model
3	6	13	1453033269	hook_layer
3	7	-1	1268087581	ahoy_blackout
3	7	1	1495643365	ahoy_blackout_message
3	8	-1	1321282745	ahoy_islandmap
3	8	0	-1566481742	dragontooth_map
3	9	-1	-1140299860	ahoy_runedraw
3	9	3	1816412815	pl_score
3	9	4	-1987489534	opp_score
3	9	5	-801691416	
3	9	6	-801574813	
3	9	7	-1729295855	runedraw_slot_1
3	9	8	-1987878167	opp_runes
3	9	9	-2068563904	runedraw_slot_11
3	9	10	-2068563902	runedraw_slot_13
3	9	11	-2068563896	runedraw_slot_19
3	9	12	-2068563897	runedraw_slot_18
3	9	13	-2068563898	runedraw_slot_17
3	9	14	-2068563900	runedraw_slot_15
3	9	15	-2068563901	runedraw_slot_14
3	9	16	-2068563899	runedraw_slot_16
3	9	17	-2068563903	runedraw_slot_12
3	9	18	-2068563874	runedraw_slot_20
3	9	19	89579931	player_runes
3	9	20	-1729295854	runedraw_slot_2
3	9	21	-1729295847	runedraw_slot_9
3	9	22	-1729295852	runedraw_slot_4
3	9	23	-1729295853	runedraw_slot_3
3	9	24	-1729295850	runedraw_slot_6
3	9	25	-1729295848	runedraw_slot_8
3	9	26	-1729295851	runedraw_slot_5
3	9	27	-1729295849	runedraw_slot_7
3	9	28	-2068563905	runedraw_slot_10
3	9	29	1968688702	
3	9	30	411962716	
3	9	31	1968688708	
3	9	32	411962722	
3	10	-1	-890615087	ahoy_windspeed
3	10	2	-711167455	int_deathmatch
3	11	-1	-285069529	bank_deposit_box
3	11	18	-267690288	deposit_inv
3	11	20	291953685	deposit_worn
3	12	-1	355008470	
3	13	-1	853986399	bankpin_main
3	13	1	908149830	bankpin_aa
3	13	2	908149862	bankpin_bb
3	13	3	908149894	bankpin_cc
3	13	4	908149926	bankpin_dd
3	13	5	908149958	bankpin_ee
3	13	6	908149990	bankpin_ff
3	13	7	908150022	bankpin_gg
3	13	8	908150054	bankpin_hh
3	13	9	908150086	bankpin_ii
3	13	10	908150118	bankpin_jj
3	13	11	-1771820165	bankpin_a
3	13	12	-1771820164	bankpin_b
3	13	13	-1771820163	bankpin_c
3	13	14	-1771820162	bankpin_d
3	13	15	-1771820161	bankpin_e
3	13	16	-1771820160	bankpin_f
3	13	17	-1771820159	bankpin_g
3	13	18	-1771820158	bankpin_h
3	13	19	-1771820157	bankpin_i
3	13	20	-1771820156	bankpin_j
3	13	21	-1447895751	bankpin_digit_1
3	13	22	-1447895750	bankpin_digit_2
3	13	23	-1447895749	bankpin_digit_3
3	13	24	-1447895748	bankpin_digit_4
3	13	25	-857700380	enter_box
3	13	28	2141515681	bankpin_message
3	13	29	-494971084	bankpin_forgotten
3	13	30	56026016	bankpin_cancel
3	13	31	-234577834	
3	13	32	-1113436924	
3	14	-1	-435765303	bankpin_settings
3	14	40	1527722793	
3	14	42	707237651	bankpin_message_1
3	14	43	707237652	bankpin_message_2
3	14	44	707237653	bankpin_message_3
